sample,search_type,n_snps,n_reads,fin_score,proportion_matched,proportion_scheme_found,estimated_coverage,predicted_MLST.CC,reads_w_result,MLST.CC,CC_filled,predicted_mlst_is_single,predicted_mlst_is_correct_INFERRED
ERR12511686,random,13,5000,0.0236686390532545,0.153846153846154,0.153846153846154,0.2559275,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",2,Unknown,CC8,FALSE,TRUE
ERR12511686,random,13,6000,0.0236686390532545,0.153846153846154,0.153846153846154,0.307104285714286,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",2,Unknown,CC8,FALSE,TRUE
ERR12511686,random,13,7000,0.0532544378698226,0.230769230769231,0.230769230769231,0.35829,"CC1,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",3,Unknown,CC8,FALSE,TRUE
ERR12511686,random,13,8000,0.0532544378698226,0.230769230769231,0.230769230769231,0.410062142857143,"CC1,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",3,Unknown,CC8,FALSE,TRUE
ERR12511686,random,18,1000,0,0,0,0.0510242857142857,Unknown,0,Unknown,CC8,TRUE,FALSE
ERR12511686,random,18,2000,0,0,0,0.102495,Unknown,0,Unknown,CC8,TRUE,FALSE
ERR12511686,random,18,3000,0.00308641975308642,0.0555555555555556,0.0555555555555556,0.153288571428571,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",1,Unknown,CC8,FALSE,TRUE
ERR12511686,random,18,4000,0.0123456790123457,0.111111111111111,0.111111111111111,0.204837142857143,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",2,Unknown,CC8,FALSE,TRUE
ERR12511686,random,18,5000,0.0123456790123457,0.111111111111111,0.111111111111111,0.2559275,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",2,Unknown,CC8,FALSE,TRUE
ERR12511686,random,18,6000,0.0123456790123457,0.111111111111111,0.111111111111111,0.307104285714286,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",2,Unknown,CC8,FALSE,TRUE
ERR12511686,random,18,7000,0.0493827160493826,0.222222222222222,0.222222222222222,0.35829,"CC1,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",4,Unknown,CC8,FALSE,TRUE
ERR12511686,random,18,8000,0.0493827160493826,0.222222222222222,0.222222222222222,0.410062142857143,"CC1,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",4,Unknown,CC8,FALSE,TRUE
ERR12511686,random,23,1000,0,0,0,0.0510242857142857,Unknown,0,Unknown,CC8,TRUE,FALSE
ERR12511686,random,23,2000,0,0,0,0.102495,Unknown,0,Unknown,CC8,TRUE,FALSE
ERR12511686,random,23,3000,0.00756143667296786,0.0869565217391304,0.0869565217391304,0.153288571428571,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",2,Unknown,CC8,FALSE,TRUE
ERR12511686,random,23,4000,0.0170132325141778,0.130434782608696,0.130434782608696,0.204837142857143,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",3,Unknown,CC8,FALSE,TRUE
ERR12511686,random,23,5000,0.0170132325141778,0.130434782608696,0.130434782608696,0.2559275,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",3,Unknown,CC8,FALSE,TRUE
ERR12511686,random,23,6000,0.0170132325141778,0.130434782608696,0.130434782608696,0.307104285714286,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",3,Unknown,CC8,FALSE,TRUE
ERR12511686,random,23,7000,0.0680529300567106,0.260869565217391,0.260869565217391,0.35829,"CC1,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",6,Unknown,CC8,FALSE,TRUE
ERR12511686,random,23,8000,0.0680529300567106,0.260869565217391,0.260869565217391,0.410062142857143,"CC1,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",6,Unknown,CC8,FALSE,TRUE
ERR12511686,random,27,1000,0,0,0,0.0510242857142857,Unknown,0,Unknown,CC8,TRUE,FALSE
ERR12511686,random,27,2000,0.00137174211248285,0.037037037037037,0.037037037037037,0.102495,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC8,FALSE,TRUE
ERR12511686,random,27,3000,0.0123456790123457,0.111111111111111,0.111111111111111,0.153288571428571,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",3,Unknown,CC8,FALSE,TRUE
ERR12511686,random,27,4000,0.0219478737997256,0.148148148148148,0.148148148148148,0.204837142857143,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",4,Unknown,CC8,FALSE,TRUE
ERR12511686,random,27,5000,0.0342935528120713,0.185185185185185,0.185185185185185,0.2559275,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",5,Unknown,CC8,FALSE,TRUE
ERR12511686,random,27,6000,0.0342935528120713,0.185185185185185,0.185185185185185,0.307104285714286,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",5,Unknown,CC8,FALSE,TRUE
ERR12511686,random,27,7000,0.0877914951989024,0.296296296296296,0.296296296296296,0.35829,"CC1,CC101,CC12,CC121,CC130,CC15,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",8,Unknown,CC8,FALSE,TRUE
ERR12511686,random,27,8000,0.111111111111111,0.333333333333333,0.333333333333333,0.410062142857143,"CC1,CC101,CC12,CC121,CC130,CC15,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",9,Unknown,CC8,FALSE,TRUE
ERR12511686,random,100,1000,0.0016,0.04,0.04,0.0510242857142857,CC30,4,Unknown,CC8,TRUE,FALSE
ERR12511686,random,100,2000,0.0064,0.08,0.08,0.102495,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC425,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC942,CC96",8,Unknown,CC8,FALSE,TRUE
ERR12511686,random,100,3000,0.0121,0.11,0.11,0.153288571428571,"CC1,CC15,CC8",11,Unknown,CC8,FALSE,TRUE
ERR12511686,random,100,4000,0.0225,0.15,0.15,0.204837142857143,"CC1,CC15,CC8",15,Unknown,CC8,FALSE,TRUE
ERR12511686,random,100,5000,0.0342,0.18,0.19,0.2559275,"CC1,CC15,CC71,CC78,CC8",18,Unknown,CC8,FALSE,TRUE
ERR12511686,random,100,6000,0.042,0.2,0.21,0.307104285714286,"CC1,CC15,CC71,CC78,CC8",20,Unknown,CC8,FALSE,TRUE
ERR12511686,random,100,7000,0.0675,0.25,0.27,0.35829,"CC1,CC15,CC71,CC78,CC8",25,Unknown,CC8,FALSE,TRUE
ERR12511686,random,100,8000,0.0783,0.27,0.29,0.410062142857143,"CC1,CC15,CC71,CC8",27,Unknown,CC8,FALSE,TRUE
ERR12511686,random,200,1000,0.00075,0.025,0.03,0.0510242857142857,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC361,CC361/CC15,CC398/CC5561,CC425,CC5,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC942,CC96",5,Unknown,CC8,FALSE,TRUE
ERR12511686,random,200,2000,0.0064,0.08,0.08,0.102495,"CC1,CC101,CC12,CC121,CC130,CC15,CC1943,CC20,CC22,CC25,CC361,CC361/CC15,CC5,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC942,CC96",16,Unknown,CC8,FALSE,TRUE
ERR12511686,random,200,3000,0.013225,0.115,0.115,0.153288571428571,"CC1,CC8",23,Unknown,CC8,FALSE,TRUE
ERR12511686,random,200,4000,0.027225,0.165,0.165,0.204837142857143,"CC1,CC8",33,Unknown,CC8,FALSE,TRUE
ERR12511686,random,200,5000,0.041,0.2,0.205,0.2559275,"CC1,CC71,CC78,CC8",40,Unknown,CC8,FALSE,TRUE
ERR12511686,random,200,6000,0.0495,0.22,0.225,0.307104285714286,"CC1,CC71,CC78,CC8",44,Unknown,CC8,FALSE,TRUE
ERR12511686,random,200,7000,0.0702,0.26,0.27,0.35829,"CC1,CC71,CC78,CC8",52,Unknown,CC8,FALSE,TRUE
ERR12511686,random,200,8000,0.089975,0.295,0.305,0.410062142857143,"CC1,CC71,CC8",59,Unknown,CC8,FALSE,TRUE
ERR12511686,random,300,1000,0.001,0.03,0.0333333333333333,0.0510242857142857,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC20,CC22,CC25,CC361,CC361/CC15,CC398/CC5561,CC5,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC96",9,Unknown,CC8,FALSE,TRUE
ERR12511686,random,300,2000,0.0081,0.09,0.09,0.102495,"CC101,CC12,CC772/CC834,CC78,CC8",27,Unknown,CC8,FALSE,TRUE
ERR12511686,random,300,3000,0.0177777777777777,0.133333333333333,0.133333333333333,0.153288571428571,CC8,40,Unknown,CC8,TRUE,TRUE
ERR12511686,random,300,4000,0.0300444444444443,0.173333333333333,0.173333333333333,0.204837142857143,CC8,52,Unknown,CC8,TRUE,TRUE
ERR12511686,random,300,5000,0.0406666666666666,0.2,0.203333333333333,0.2559275,"CC78,CC8",60,Unknown,CC8,FALSE,TRUE
ERR12511686,random,300,6000,0.0491333333333333,0.22,0.223333333333333,0.307104285714286,"CC78,CC8",66,Unknown,CC8,FALSE,TRUE
ERR12511686,random,300,7000,0.0658666666666666,0.253333333333333,0.26,0.35829,"CC78,CC8",76,Unknown,CC8,FALSE,TRUE
ERR12511686,random,300,8000,0.0821666666666666,0.283333333333333,0.29,0.410062142857143,CC8,85,Unknown,CC8,TRUE,TRUE
ERR12511686,random,400,1000,0.000975,0.03,0.0325,0.0510242857142857,"CC1,CC101,CC12,CC22,CC361,CC361/CC15,CC5,CC6,CC7,CC72,CC779,CC78,CC789,CC8,CC96",12,Unknown,CC8,FALSE,TRUE
ERR12511686,random,400,2000,0.007225,0.085,0.085,0.102495,"CC101,CC12,CC78,CC8",34,Unknown,CC8,FALSE,TRUE
ERR12511686,random,400,3000,0.01755625,0.1325,0.1325,0.153288571428571,CC8,53,Unknown,CC8,TRUE,TRUE
ERR12511686,random,400,4000,0.030625,0.175,0.175,0.204837142857143,CC8,70,Unknown,CC8,TRUE,TRUE
ERR12511686,random,400,5000,0.0415125,0.2025,0.205,0.2559275,"CC78,CC8",81,Unknown,CC8,FALSE,TRUE
ERR12511686,random,400,6000,0.0582,0.24,0.2425,0.307104285714286,"CC78,CC8",96,Unknown,CC8,FALSE,TRUE
ERR12511686,random,400,7000,0.07561875,0.2725,0.2775,0.35829,"CC78,CC8",109,Unknown,CC8,FALSE,TRUE
ERR12511686,random,400,8000,0.08999375,0.2975,0.3025,0.410062142857143,CC8,119,Unknown,CC8,TRUE,TRUE
ERR12511686,minsnps,1,1000,0,0,0,0.0510242857142857,Unknown,0,Unknown,CC8,TRUE,FALSE
ERR12511686,minsnps,1,2000,0.0204081632653062,0.142857142857143,0.142857142857143,0.102495,"CC1,CC10,CC101,CC12,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC96",1,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,1,3000,0.0204081632653062,0.142857142857143,0.142857142857143,0.153288571428571,"CC1,CC10,CC101,CC12,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC96",1,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,1,4000,0.0204081632653062,0.142857142857143,0.142857142857143,0.204837142857143,"CC1,CC10,CC101,CC12,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC96",1,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,1,5000,0.0204081632653062,0.142857142857143,0.142857142857143,0.2559275,"CC1,CC10,CC101,CC12,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC96",1,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,1,6000,0.0204081632653062,0.142857142857143,0.142857142857143,0.307104285714286,"CC1,CC10,CC101,CC12,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC96",1,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,1,7000,0.0204081632653062,0.142857142857143,0.142857142857143,0.35829,"CC1,CC10,CC101,CC12,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC96",1,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,1,8000,0.0816326530612246,0.285714285714286,0.285714285714286,0.410062142857143,"CC1,CC10,CC152,CC1943,CC20,CC22,CC25,CC30,CC395,CC398/CC5561,CC425,CC45,CC59,CC71,CC8,CC80",2,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,2,1000,0.00591715976331361,0.0769230769230769,0.0769230769230769,0.0510242857142857,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",1,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,2,2000,0.0236686390532545,0.153846153846154,0.153846153846154,0.102495,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",2,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,2,3000,0.0236686390532545,0.153846153846154,0.153846153846154,0.153288571428571,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",2,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,2,4000,0.0236686390532545,0.153846153846154,0.153846153846154,0.204837142857143,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",2,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,2,5000,0.0532544378698226,0.230769230769231,0.230769230769231,0.2559275,"CC1,CC15,CC361,CC361/CC15,CC72,CC779,CC8",3,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,2,6000,0.0532544378698226,0.230769230769231,0.230769230769231,0.307104285714286,"CC1,CC15,CC361,CC361/CC15,CC72,CC779,CC8",3,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,2,7000,0.0532544378698226,0.230769230769231,0.230769230769231,0.35829,"CC1,CC15,CC361,CC361/CC15,CC72,CC779,CC8",3,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,2,8000,0.0946745562130179,0.307692307692308,0.307692307692308,0.410062142857143,"CC1,CC8",4,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,3,1000,0.00308641975308642,0.0555555555555556,0.0555555555555556,0.0510242857142857,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",1,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,3,2000,0.0123456790123457,0.111111111111111,0.111111111111111,0.102495,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",2,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,3,3000,0.0123456790123457,0.111111111111111,0.111111111111111,0.153288571428571,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",2,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,3,4000,0.0123456790123457,0.111111111111111,0.111111111111111,0.204837142857143,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",2,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,3,5000,0.0771604938271606,0.277777777777778,0.277777777777778,0.2559275,"CC72,CC8",5,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,3,6000,0.0771604938271606,0.277777777777778,0.277777777777778,0.307104285714286,"CC72,CC8",5,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,3,7000,0.0771604938271606,0.277777777777778,0.277777777777778,0.35829,"CC72,CC8",5,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,3,8000,0.111111111111111,0.333333333333333,0.333333333333333,0.410062142857143,CC8,6,Unknown,CC8,TRUE,TRUE
ERR12511686,minsnps,4,1000,0.00189035916824197,0.0434782608695652,0.0434782608695652,0.0510242857142857,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",1,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,4,2000,0.00756143667296786,0.0869565217391304,0.0869565217391304,0.102495,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",2,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,4,3000,0.00756143667296786,0.0869565217391304,0.0869565217391304,0.153288571428571,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",2,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,4,4000,0.00756143667296786,0.0869565217391304,0.0869565217391304,0.204837142857143,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",2,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,4,5000,0.0472589792060491,0.217391304347826,0.217391304347826,0.2559275,"CC72,CC8",5,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,4,6000,0.0680529300567106,0.260869565217391,0.260869565217391,0.307104285714286,"CC72,CC8",6,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,4,7000,0.0680529300567106,0.260869565217391,0.260869565217391,0.35829,"CC72,CC8",6,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,4,8000,0.120982986767486,0.347826086956522,0.347826086956522,0.410062142857143,CC8,8,Unknown,CC8,TRUE,TRUE
ERR12511686,minsnps,5,1000,0.00137174211248285,0.037037037037037,0.037037037037037,0.0510242857142857,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",1,Unknown,CC8,FALSE,TRUE
ERR12511686,minsnps,5,2000,0.00548696844993142,0.0740740740740741,0.0740740740740741,0.102495,"CC1,CC10,CC15,CC30,CC361,CC361/CC15,CC5,CC72,CC779,CC8",2,Unknown,CC8,FALSE,TRUE
